ISIN;CH0030252883;CH0030252909
SYMBOL;SLI;SLIC
NAME;SLI®;SLIC
;Price;Total Return
YTD Perf.%;    12.130;    12.440;
Date;Close;Close
26.01.2001;1107.98;1123.50
25.01.2001;1104.14;1119.61
24.01.2001;1098.32;1113.71
23.01.2001;1088.40;1103.65
22.01.2001;1091.87;1107.17
19.01.2001;1092.37;1107.68
18.01.2001;1096.83;1112.20
17.01.2001;1098.54;1113.93
16.01.2001;1086.68;1101.91
15.01.2001;1087.23;1102.46
12.01.2001;1083.47;1098.65
11.01.2001;1083.20;1098.38
10.01.2001;1081.77;1096.93
09.01.2001;1092.86;1108.17
08.01.2001;1097.29;1112.66
05.01.2001;1097.63;1113.01
04.01.2001;1107.68;1123.20
03.01.2001;1102.42;1117.86
29.12.2000;1116.81;1132.45
28.12.2000;1114.89;1130.51
27.12.2000;1106.20;1121.70
22.12.2000;1092.20;1107.50
21.12.2000;1083.75;1098.93
20.12.2000;1090.13;1105.40
19.12.2000;1102.95;1118.40
18.12.2000;1091.33;1106.62
15.12.2000;1080.41;1095.55
14.12.2000;1093.80;1109.12
13.12.2000;1110.64;1126.20
12.12.2000;1109.56;1125.10
11.12.2000;1112.90;1128.49
08.12.2000;1103.90;1119.36
07.12.2000;1102.20;1117.64
06.12.2000;1110.53;1126.09
05.12.2000;1112.06;1127.64
04.12.2000;1094.61;1109.95
01.12.2000;1106.65;1122.15
30.11.2000;1098.85;1114.25
29.11.2000;1113.73;1129.33
28.11.2000;1115.27;1130.90
27.11.2000;1125.52;1141.28
24.11.2000;1115.85;1131.48
23.11.2000;1111.85;1127.42
22.11.2000;1109.83;1125.38
21.11.2000;1132.33;1148.19
20.11.2000;1132.29;1148.15
17.11.2000;1134.10;1149.99
16.11.2000;1135.31;1151.21
15.11.2000;1127.77;1143.57
14.11.2000;1127.55;1143.34
13.11.2000;1109.12;1124.65
10.11.2000;1118.63;1134.30
09.11.2000;1121.03;1136.74
08.11.2000;1132.23;1148.10
07.11.2000;1136.62;1152.55
06.11.2000;1138.24;1154.18
03.11.2000;1131.03;1146.88
02.11.2000;1134.33;1150.22
01.11.2000;1119.60;1135.28
31.10.2000;1116.11;1131.75
30.10.2000;1110.64;1126.20
27.10.2000;1098.53;1113.92
26.10.2000;1093.38;1108.69
25.10.2000;1094.23;1109.56
24.10.2000;1101.72;1117.15
23.10.2000;1087.37;1102.60
20.10.2000;1078.41;1093.52
19.10.2000;1078.13;1093.23
18.10.2000;1056.69;1071.49
17.10.2000;1059.88;1074.73
16.10.2000;1051.15;1065.87
13.10.2000;1058.47;1073.30
12.10.2000;1069.59;1084.58
11.10.2000;1066.20;1081.13
10.10.2000;1089.52;1104.78
09.10.2000;1082.70;1097.87
06.10.2000;1105.60;1121.09
05.10.2000;1113.31;1128.90
04.10.2000;1112.22;1127.80
03.10.2000;1112.79;1128.38
02.10.2000;1106.96;1120.63
29.09.2000;1087.89;1101.08
28.09.2000;1105.36;1118.77
27.09.2000;1105.19;1118.60
26.09.2000;1108.36;1121.80
25.09.2000;1110.10;1123.56
22.09.2000;1102.74;1116.11
21.09.2000;1099.40;1112.74
20.09.2000;1097.32;1110.63
19.09.2000;1102.79;1116.16
18.09.2000;1108.88;1122.33
15.09.2000;1121.35;1134.95
14.09.2000;1119.85;1133.43
13.09.2000;1125.12;1138.77
12.09.2000;1128.27;1141.96
11.09.2000;1136.89;1150.68
08.09.2000;1139.12;1152.94
07.09.2000;1141.28;1155.13
06.09.2000;1136.35;1150.13
05.09.2000;1140.73;1154.56
04.09.2000;1139.93;1153.76
01.09.2000;1145.31;1159.20
31.08.2000;1147.43;1161.34
30.08.2000;1144.54;1158.42
29.08.2000;1149.95;1163.89
28.08.2000;1160.93;1175.01
25.08.2000;1154.11;1168.11
24.08.2000;1158.19;1172.23
23.08.2000;1160.80;1174.88
22.08.2000;1156.79;1170.82
21.08.2000;1149.73;1163.67
18.08.2000;1146.15;1160.06
17.08.2000;1146.77;1160.68
16.08.2000;1160.14;1174.21
15.08.2000;1151.62;1165.59
14.08.2000;1150.84;1164.80
11.08.2000;1141.93;1155.78
10.08.2000;1138.23;1152.03
09.08.2000;1140.89;1154.73
08.08.2000;1138.32;1152.13
07.08.2000;1137.45;1151.25
04.08.2000;1125.40;1139.05
03.08.2000;1122.08;1135.69
02.08.2000;1122.74;1136.36
31.07.2000;1105.68;1119.09
28.07.2000;1102.92;1116.30
27.07.2000;1103.70;1117.09
26.07.2000;1102.30;1115.67
25.07.2000;1102.84;1116.21
24.07.2000;1102.07;1115.44
21.07.2000;1092.92;1106.18
20.07.2000;1094.80;1108.08
19.07.2000;1096.06;1109.35
18.07.2000;1094.03;1107.30
17.07.2000;1099.67;1113.01
14.07.2000;1100.64;1113.99
13.07.2000;1103.19;1116.57
12.07.2000;1086.66;1099.84
11.07.2000;1087.19;1100.37
10.07.2000;1085.06;1098.22
07.07.2000;1081.53;1094.65
06.07.2000;1077.40;1090.47
05.07.2000;1070.73;1083.72
04.07.2000;1064.59;1076.78
03.07.2000;1054.42;1066.50
30.06.2000;1049.24;1061.25
29.06.2000;1041.06;1052.98
28.06.2000;1043.23;1055.18
27.06.2000;1040.32;1052.24
26.06.2000;1040.68;1052.60
23.06.2000;1038.07;1049.96
22.06.2000;1040.38;1052.30
21.06.2000;1051.07;1063.10
20.06.2000;1059.40;1071.53
19.06.2000;1058.53;1070.65
16.06.2000;1064.92;1077.11
15.06.2000;1061.62;1073.78
14.06.2000;1070.47;1082.73
13.06.2000;1066.19;1078.03
09.06.2000;1067.68;1079.54
08.06.2000;1067.72;1079.58
07.06.2000;1065.75;1077.59
06.06.2000;1058.48;1070.24
05.06.2000;1061.42;1073.21
02.06.2000;1064.89;1076.72
31.05.2000;1049.75;1060.34
30.05.2000;1049.06;1057.34
29.05.2000;1057.14;1065.48
26.05.2000;1052.51;1060.81
25.05.2000;1064.32;1072.43
24.05.2000;1056.11;1064.16
23.05.2000;1056.84;1064.89
22.05.2000;1045.18;1053.14
19.05.2000;1050.42;1058.42
18.05.2000;1057.96;1066.02
17.05.2000;1048.71;1056.38
16.05.2000;1053.64;1060.61
15.05.2000;1046.60;1053.45
12.05.2000;1046.67;1053.34
11.05.2000;1043.79;1049.75
10.05.2000;1027.16;1033.03
09.05.2000;1033.68;1039.58
08.05.2000;1026.52;1032.38
05.05.2000;1021.69;1027.53
04.05.2000;1021.86;1027.70
03.05.2000;1022.87;1028.71
02.05.2000;1022.20;1027.90
28.04.2000;1005.45;1010.75
27.04.2000;1007.45;1012.76
26.04.2000;1013.14;1018.48
25.04.2000;1011.08;1014.07
20.04.2000;1002.01;1004.56
19.04.2000;998.53;1000.93
18.04.2000;994.56;996.94
17.04.2000;991.11;993.11
14.04.2000;1012.57;1013.27
13.04.2000;1025.59;1026.31
12.04.2000;1026.22;1026.93
11.04.2000;1016.03;1016.74
10.04.2000;1012.62;1013.32
07.04.2000;1014.34;1015.04
06.04.2000;1014.31;1015.01
05.04.2000;1012.49;1013.20
04.04.2000;1027.41;1028.12
03.04.2000;1020.66;1021.37
31.03.2000;1013.03;1013.73
30.03.2000;1005.31;1006.01
29.03.2000;1012.19;1012.89
28.03.2000;1007.67;1008.37
27.03.2000;1004.23;1004.93
24.03.2000;1009.81;1010.51
23.03.2000;1001.57;1002.26
22.03.2000;998.81;998.81
21.03.2000;986.08;986.08
20.03.2000;983.14;983.14
17.03.2000;972.24;972.24
16.03.2000;972.69;972.69
15.03.2000;939.34;939.34
14.03.2000;943.51;943.51
13.03.2000;933.78;933.78
10.03.2000;956.59;956.59
09.03.2000;958.33;958.33
08.03.2000;957.64;957.64
07.03.2000;978.80;978.80
06.03.2000;984.14;984.14
03.03.2000;969.16;969.16
02.03.2000;972.47;972.47
01.03.2000;961.99;961.99
29.02.2000;952.99;952.99
28.02.2000;955.43;955.42
25.02.2000;965.14;965.14
24.02.2000;967.21;967.21
23.02.2000;968.77;968.77
22.02.2000;964.89;964.89
21.02.2000;957.35;957.35
18.02.2000;968.06;968.06
17.02.2000;958.84;958.84
16.02.2000;950.01;950.01
15.02.2000;936.03;936.03
14.02.2000;947.09;947.09
11.02.2000;952.97;952.97
10.02.2000;952.70;952.70
09.02.2000;955.85;955.85
08.02.2000;972.14;972.14
07.02.2000;969.91;969.91
04.02.2000;973.64;973.64
03.02.2000;980.93;980.92
02.02.2000;969.77;969.77
01.02.2000;965.50;965.50
31.01.2000;951.27;951.27
28.01.2000;968.16;968.16
27.01.2000;972.95;972.95
26.01.2000;954.56;954.56
25.01.2000;946.57;946.57
24.01.2000;960.36;960.36
21.01.2000;976.69;976.69
20.01.2000;975.02;975.02
19.01.2000;986.74;986.74
18.01.2000;991.13;991.13
17.01.2000;1004.48;1004.48
14.01.2000;1005.06;1005.06
13.01.2000;992.46;992.46
12.01.2000;988.99;988.99
11.01.2000;989.93;989.93
10.01.2000;994.07;994.07
07.01.2000;992.07;992.07
06.01.2000;972.53;972.53
05.01.2000;960.54;960.54
04.01.2000;968.87;968.87
30.12.1999;1000.00;1000.00
