ISIN;CH0030252883;CH0030252909
SYMBOL;SLI;SLIC
NAME;SLI®;SLIC
;Price;Total Return
YTD Perf.%;    12.130;    12.440;
Date;Close;Close
11.09.2013; 1235.72;   1654.02;
10.09.2013; 1233.91;   1651.59;
09.09.2013; 1215.81;   1627.37;
06.09.2013; 1215.12;   1626.44;
05.09.2013; 1212.16;   1622.48;
04.09.2013; 1202.35;   1609.35;
03.09.2013; 1200.12;   1606.37;
02.09.2013; 1202.23;   1609.19;
30.08.2013; 1179.78;   1579.14;
29.08.2013; 1184.40;   1585.32;
28.08.2013; 1183.89;   1584.64;
27.08.2013; 1200.68;   1607.12;
26.08.2013; 1224.03;   1638.37;
23.08.2013; 1224.39;   1638.85;
22.08.2013; 1219.56;   1632.39;
21.08.2013; 1203.42;   1610.78;
20.08.2013; 1210.92;   1620.15;
19.08.2013; 1217.09;   1628.40;
16.08.2013; 1222.94;   1636.22;
15.08.2013; 1224.73;   1638.62;
14.08.2013; 1239.32;   1658.15;
13.08.2013; 1231.84;   1648.14;
12.08.2013; 1229.51;   1645.03;
09.08.2013; 1227.42;   1642.23;
08.08.2013; 1222.11;   1635.12;
07.08.2013; 1219.13;   1631.13;
06.08.2013; 1222.92;   1636.20;
05.08.2013; 1223.51;   1636.99;
02.08.2013; 1219.81;   1632.04;
31.07.2013; 1196.73;   1601.16;
30.07.2013; 1196.35;   1600.65;
29.07.2013; 1193.18;   1596.41;
26.07.2013; 1190.79;   1593.21;
25.07.2013; 1199.59;   1604.98;
24.07.2013; 1208.51;   1616.93;
23.07.2013; 1206.20;   1613.83;
22.07.2013; 1211.73;   1621.23;
19.07.2013; 1208.92;   1617.47;
18.07.2013; 1207.75;   1615.90;
17.07.2013; 1202.34;   1608.67;
16.07.2013; 1202.13;   1608.38;
15.07.2013; 1212.20;   1621.85;
12.07.2013; 1208.15;   1616.45;
11.07.2013; 1209.52;   1618.27;
10.07.2013; 1204.96;   1612.17;
09.07.2013; 1202.71;   1609.16;
08.07.2013; 1189.91;   1592.04;
05.07.2013; 1175.71;   1573.04;
04.07.2013; 1182.89;   1582.64;
03.07.2013; 1159.49;   1551.34;
02.07.2013; 1166.26;   1560.39;
01.07.2013; 1168.81;   1563.80;
28.06.2013; 1157.42;   1548.57;
27.06.2013; 1157.52;   1548.71;
26.06.2013; 1142.68;   1528.85;
25.06.2013; 1123.06;   1502.60;
24.06.2013; 1098.61;   1469.88;
21.06.2013; 1124.27;   1504.21;
20.06.2013; 1136.52;   1520.61;
19.06.2013; 1174.11;   1570.62;
18.06.2013; 1169.45;   1564.38;
17.06.2013; 1170.54;   1565.84;
14.06.2013; 1157.63;   1548.57;
13.06.2013; 1154.03;   1543.75;
12.06.2013; 1157.58;   1548.50;
11.06.2013; 1163.70;   1556.69;
10.06.2013; 1182.16;   1581.38;
07.06.2013; 1181.30;   1580.24;
06.06.2013; 1157.38;   1548.23;
05.06.2013; 1175.02;   1571.84;
04.06.2013; 1195.10;   1598.70;
03.06.2013; 1184.85;   1584.98;
31.05.2013; 1205.51;   1612.62;
30.05.2013; 1212.55;   1621.29;
29.05.2013; 1212.74;   1621.54;
28.05.2013; 1241.26;   1658.99;
27.05.2013; 1227.89;   1641.11;
24.05.2013; 1226.42;   1639.15;
23.05.2013; 1228.19;   1641.51;
22.05.2013; 1263.96;   1689.32;
21.05.2013; 1255.04;   1677.40;
17.05.2013; 1252.53;   1674.05;
16.05.2013; 1247.81;   1667.74;
15.05.2013; 1251.10;   1672.14;
14.05.2013; 1234.46;   1649.89;
13.05.2013; 1227.74;   1640.20;
10.05.2013; 1233.90;   1648.43;
08.05.2013; 1222.64;   1633.39;
07.05.2013; 1205.26;   1610.17;
06.05.2013; 1194.89;   1596.33;
03.05.2013; 1196.51;   1596.29;
02.05.2013; 1187.62;   1584.43;
30.04.2013; 1186.85;   1583.39;
29.04.2013; 1183.28;   1578.31;
26.04.2013; 1175.93;   1566.31;
25.04.2013; 1182.37;   1574.06;
24.04.2013; 1173.59;   1560.28;
23.04.2013; 1162.19;   1545.12;
22.04.2013; 1131.69;   1504.58;
19.04.2013; 1131.91;   1504.47;
18.04.2013; 1125.06;   1493.65;
17.04.2013; 1122.65;   1490.06;
16.04.2013; 1150.90;   1527.55;
15.04.2013; 1155.34;   1533.44;
12.04.2013; 1158.78;   1533.71;
11.04.2013; 1170.72;   1545.84;
10.04.2013; 1161.14;   1532.83;
09.04.2013; 1139.41;   1504.14;
08.04.2013; 1143.26;   1509.22;
05.04.2013; 1141.21;   1499.38;
04.04.2013; 1159.53;   1523.45;
03.04.2013; 1177.27;   1546.76;
02.04.2013; 1183.14;   1554.47;
28.03.2013; 1171.22;   1538.54;
27.03.2013; 1168.38;   1534.08;
26.03.2013; 1171.61;   1538.33;
25.03.2013; 1164.65;   1529.18;
22.03.2013; 1164.31;   1527.79;
21.03.2013; 1168.32;   1533.06;
20.03.2013; 1183.13;   1551.90;
19.03.2013; 1175.02;   1541.26;
18.03.2013; 1186.96;   1556.93;
15.03.2013; 1193.26;   1565.20;
14.03.2013; 1190.77;   1561.92;
13.03.2013; 1179.30;   1546.88;
12.03.2013; 1182.53;   1551.11;
11.03.2013; 1177.32;   1544.28;
08.03.2013; 1177.20;   1544.12;
07.03.2013; 1171.05;   1536.05;
06.03.2013; 1168.66;   1528.05;
05.03.2013; 1170.50;   1530.46;
04.03.2013; 1150.65;   1504.51;
01.03.2013; 1155.13;   1510.36;
28.02.2013; 1154.62;   1509.70;
27.02.2013; 1140.05;   1490.64;
26.02.2013; 1130.30;   1477.90;
25.02.2013; 1150.76;   1499.78;
22.02.2013; 1148.87;   1497.31;
21.02.2013; 1142.93;   1489.57;
20.02.2013; 1161.35;   1513.58;
19.02.2013; 1156.72;   1507.54;
18.02.2013; 1146.60;   1494.35;
15.02.2013; 1147.88;   1496.02;
14.02.2013; 1147.44;   1495.45;
13.02.2013; 1143.79;   1490.69;
12.02.2013; 1132.86;   1476.45;
11.02.2013; 1128.91;   1471.30;
08.02.2013; 1127.42;   1469.36;
07.02.2013; 1119.38;   1458.87;
06.02.2013; 1132.95;   1476.56;
05.02.2013; 1130.69;   1473.62;
04.02.2013; 1123.73;   1464.54;
01.02.2013; 1132.55;   1476.04;
31.01.2013; 1123.09;   1463.71;
30.01.2013; 1123.94;   1464.82;
29.01.2013; 1134.37;   1478.42;
28.01.2013; 1140.39;   1486.26;
25.01.2013; 1136.96;   1481.78;
24.01.2013; 1136.19;   1480.79;
23.01.2013; 1124.46;   1465.50;
22.01.2013; 1115.38;   1453.66;
21.01.2013; 1121.28;   1461.35;
18.01.2013; 1125.59;   1466.97;
17.01.2013; 1134.02;   1477.96;
16.01.2013; 1116.65;   1455.32;
15.01.2013; 1111.65;   1448.81;
14.01.2013; 1104.41;   1439.37;
11.01.2013; 1099.97;   1433.58;
10.01.2013; 1094.96;   1427.05;
09.01.2013; 1096.57;   1429.15;
08.01.2013; 1083.01;   1411.47;
07.01.2013; 1079.79;   1407.28;
04.01.2013; 1078.71;   1405.87;
03.01.2013; 1071.98;   1397.10;
28.12.2012; 1037.41;   1352.05;
27.12.2012; 1043.34;   1359.78;
21.12.2012; 1047.56;   1365.27;
20.12.2012; 1055.11;   1375.12;
19.12.2012; 1058.38;   1379.38;
18.12.2012; 1052.40;   1371.58;
17.12.2012; 1047.44;   1365.12;
14.12.2012; 1047.95;   1365.79;
13.12.2012; 1048.47;   1366.46;
12.12.2012; 1055.78;   1375.99;
11.12.2012; 1056.33;   1376.71;
10.12.2012; 1053.18;   1372.60;
07.12.2012; 1051.49;   1370.40;
06.12.2012; 1050.18;   1368.69;
05.12.2012; 1039.89;   1355.28;
04.12.2012; 1038.76;   1353.80;
03.12.2012; 1036.13;   1350.37;
30.11.2012; 1032.93;   1346.21;
29.11.2012; 1031.65;   1344.53;
28.11.2012; 1020.93;   1330.57;
27.11.2012; 1017.16;   1325.65;
26.11.2012; 1013.48;   1320.86;
23.11.2012; 1020.20;   1329.61;
22.11.2012; 1014.08;   1321.64;
21.11.2012; 1008.56;   1314.44;
20.11.2012; 1005.70;   1310.71;
19.11.2012; 1007.13;   1312.58;
16.11.2012;  983.30;   1281.53;
15.11.2012;  994.13;   1295.63;
14.11.2012; 1006.84;   1312.21;
13.11.2012; 1015.25;   1323.16;
12.11.2012; 1010.79;   1317.35;
09.11.2012; 1013.35;   1320.69;
08.11.2012; 1015.64;   1323.67;
07.11.2012; 1014.81;   1322.59;
06.11.2012; 1024.87;   1335.70;
05.11.2012; 1015.74;   1323.81;
02.11.2012; 1015.68;   1323.73;
01.11.2012; 1008.81;   1314.77;
31.10.2012;  995.53;   1297.46;
30.10.2012;  999.88;   1303.13;
29.10.2012;  990.47;   1290.87;
26.10.2012;  988.70;   1288.56;
25.10.2012;  989.81;   1290.01;
24.10.2012;  991.34;   1292.01;
23.10.2012;  990.42;   1290.80;
22.10.2012; 1007.55;   1313.12;
19.10.2012; 1007.29;   1312.79;
18.10.2012; 1013.93;   1321.45;
17.10.2012; 1012.33;   1319.35;
16.10.2012; 1009.60;   1315.80;
15.10.2012;  995.33;   1297.20;
12.10.2012;  988.23;   1287.94;
11.10.2012;  989.94;   1290.18;
10.10.2012;  983.06;   1281.21;
09.10.2012;  985.87;   1284.88;
08.10.2012;  989.03;   1288.99;
05.10.2012;  995.45;   1297.36;
04.10.2012;  989.63;   1289.78;
03.10.2012;  986.10;   1285.18;
02.10.2012;  987.69;   1287.25;
01.10.2012;  985.29;   1284.12;
28.09.2012;  966.30;   1259.37;
27.09.2012;  975.02;   1270.73;
26.09.2012;  974.20;   1269.66;
25.09.2012;  990.21;   1290.53;
24.09.2012;  988.42;   1288.19;
21.09.2012;  991.64;   1292.39;
20.09.2012;  983.39;   1281.65;
19.09.2012;  986.84;   1286.14;
18.09.2012;  983.53;   1281.82;
17.09.2012;  991.85;   1292.67;
14.09.2012;  994.48;   1296.09;
13.09.2012;  980.06;   1277.30;
12.09.2012;  978.52;   1275.29;
11.09.2012;  976.18;   1272.25;
10.09.2012;  976.81;   1273.06;
07.09.2012;  978.59;   1274.86;
06.09.2012;  970.43;   1264.23;
05.09.2012;  951.54;   1239.62;
04.09.2012;  943.87;   1229.63;
03.09.2012;  954.80;   1243.86;
31.08.2012;  947.11;   1233.84;
30.08.2012;  943.09;   1228.61;
29.08.2012;  950.43;   1238.17;
28.08.2012;  949.79;   1237.34;
27.08.2012;  960.73;   1251.59;
24.08.2012;  956.34;   1245.87;
23.08.2012;  956.57;   1246.17;
22.08.2012;  959.66;   1250.20;
21.08.2012;  966.53;   1259.15;
20.08.2012;  962.04;   1253.30;
17.08.2012;  965.73;   1258.10;
16.08.2012;  962.08;   1253.35;
15.08.2012;  958.05;   1248.10;
14.08.2012;  958.42;   1248.58;
13.08.2012;  953.97;   1242.78;
10.08.2012;  958.92;   1249.24;
09.08.2012;  961.22;   1252.22;
08.08.2012;  957.23;   1247.03;
07.08.2012;  957.42;   1247.28;
06.08.2012;  956.33;   1245.86;
03.08.2012;  951.11;   1239.06;
02.08.2012;  938.98;   1223.25;
31.07.2012;  943.44;   1229.06;
30.07.2012;  948.88;   1236.15;
27.07.2012;  940.82;   1225.65;
26.07.2012;  928.52;   1209.63;
25.07.2012;  911.91;   1187.99;
24.07.2012;  908.76;   1183.89;
23.07.2012;  908.73;   1183.85;
20.07.2012;  928.10;   1209.08;
19.07.2012;  936.95;   1220.61;
18.07.2012;  926.49;   1206.99;
17.07.2012;  914.01;   1190.72;
16.07.2012;  911.30;   1187.20;
13.07.2012;  909.71;   1185.13;
12.07.2012;  903.00;   1176.39;
11.07.2012;  910.26;   1185.84;
10.07.2012;  914.06;   1190.79;
09.07.2012;  908.79;   1183.93;
06.07.2012;  914.74;   1191.67;
05.07.2012;  922.65;   1201.98;
04.07.2012;  923.65;   1203.29;
03.07.2012;  922.45;   1201.73;
02.07.2012;  907.99;   1182.88;
29.06.2012;  902.38;   1175.57;
28.06.2012;  885.34;   1153.38;
27.06.2012;  888.98;   1158.12;
26.06.2012;  881.19;   1147.98;
25.06.2012;  881.67;   1148.59;
22.06.2012;  891.48;   1161.38;
21.06.2012;  899.98;   1172.45;
20.06.2012;  901.52;   1174.25;
19.06.2012;  900.41;   1172.80;
18.06.2012;  884.84;   1152.51;
15.06.2012;  881.15;   1147.71;
14.06.2012;  877.44;   1142.87;
13.06.2012;  884.22;   1151.72;
12.06.2012;  883.15;   1150.32;
11.06.2012;  879.07;   1145.00;
08.06.2012;  879.12;   1145.07;
07.06.2012;  881.70;   1148.13;
06.06.2012;  872.18;   1135.74;
05.06.2012;  852.49;   1110.10;
04.06.2012;  850.73;   1107.81;
01.06.2012;  862.88;   1123.63;
31.05.2012;  875.83;   1140.50;
30.05.2012;  885.45;   1153.01;
29.05.2012;  892.17;   1161.77;
25.05.2012;  882.33;   1148.95;
24.05.2012;  881.02;   1147.26;
23.05.2012;  874.21;   1138.38;
22.05.2012;  890.64;   1159.77;
21.05.2012;  876.62;   1141.52;
18.05.2012;  871.93;   1134.83;
16.05.2012;  887.31;   1154.85;
15.05.2012;  883.98;   1150.52;
14.05.2012;  887.03;   1154.49;
11.05.2012;  902.02;   1173.99;
10.05.2012;  898.72;   1169.70;
09.05.2012;  898.03;   1168.10;
08.05.2012;  905.70;   1176.37;
07.05.2012;  917.53;   1191.42;
04.05.2012;  917.73;   1190.80;
03.05.2012;  927.74;   1203.79;
02.05.2012;  929.62;   1205.47;
30.04.2012;  924.84;   1198.53;
27.04.2012;  929.48;   1202.62;
26.04.2012;  927.79;   1200.42;
25.04.2012;  930.87;   1202.92;
24.04.2012;  922.55;   1192.18;
23.04.2012;  918.34;   1186.34;
20.04.2012;  937.06;   1206.73;
19.04.2012;  933.59;   1202.25;
18.04.2012;  931.39;   1198.65;
17.04.2012;  938.24;   1207.46;
16.04.2012;  926.17;   1188.91;
13.04.2012;  922.30;   1183.94;
12.04.2012;  933.91;   1198.44;
11.04.2012;  921.92;   1183.06;
10.04.2012;  920.03;   1180.64;
05.04.2012;  940.86;   1204.96;
04.04.2012;  939.31;   1202.64;
03.04.2012;  958.06;   1226.65;
02.04.2012;  964.06;   1234.34;
30.03.2012;  954.21;   1217.66;
29.03.2012;  943.87;   1204.46;
28.03.2012;  956.34;   1220.38;
27.03.2012;  961.43;   1226.87;
26.03.2012;  963.62;   1229.66;
23.03.2012;  956.65;   1220.17;
22.03.2012;  955.99;   1219.34;
21.03.2012;  965.68;   1231.70;
20.03.2012;  966.92;   1232.96;
19.03.2012;  973.93;   1241.90;
16.03.2012;  976.52;   1245.20;
15.03.2012;  973.91;   1241.88;
14.03.2012;  967.31;   1233.47;
13.03.2012;  958.28;   1221.41;
12.03.2012;  943.53;   1202.60;
09.03.2012;  944.87;   1204.32;
08.03.2012;  939.44;   1197.39;
07.03.2012;  929.33;   1180.11;
06.03.2012;  918.22;   1166.00;
05.03.2012;  939.39;   1192.89;
02.03.2012;  943.06;   1197.11;
01.03.2012;  939.28;   1192.32;
29.02.2012;  935.29;   1187.25;
28.02.2012;  937.09;   1189.54;
27.02.2012;  939.25;   1192.28;
24.02.2012;  943.31;   1193.04;
23.02.2012;  942.92;   1192.54;
22.02.2012;  941.63;   1190.91;
21.02.2012;  950.85;   1201.72;
20.02.2012;  953.51;   1205.08;
17.02.2012;  949.14;   1199.56;
16.02.2012;  944.78;   1194.05;
15.02.2012;  944.73;   1193.99;
14.02.2012;  937.10;   1184.34;
13.02.2012;  939.62;   1187.53;
10.02.2012;  934.10;   1180.55;
09.02.2012;  941.51;   1189.91;
08.02.2012;  940.34;   1188.44;
07.02.2012;  940.14;   1188.18;
06.02.2012;  941.66;   1190.11;
03.02.2012;  944.61;   1193.84;
02.02.2012;  929.74;   1175.04;
01.02.2012;  927.99;   1172.83;
31.01.2012;  908.64;   1148.37;
30.01.2012;  905.46;   1144.35;
27.01.2012;  920.80;   1163.74;
26.01.2012;  929.83;   1175.16;
25.01.2012;  921.93;   1165.17;
24.01.2012;  928.46;   1173.42;
23.01.2012;  930.89;   1176.49;
20.01.2012;  926.26;   1170.64;
19.01.2012;  933.75;   1180.10;
18.01.2012;  914.31;   1155.55;
17.01.2012;  905.11;   1143.92;
16.01.2012;  899.94;   1137.37;
13.01.2012;  895.12;   1131.29;
12.01.2012;  895.97;   1132.36;
11.01.2012;  890.90;   1125.95;
10.01.2012;  893.70;   1129.49;
09.01.2012;  881.22;   1113.71;
06.01.2012;  886.27;   1120.10;
05.01.2012;  889.46;   1124.13;
04.01.2012;  898.20;   1135.18;
03.01.2012;  898.49;   1135.55;
30.12.2011;  876.66;   1107.96;
29.12.2011;  870.68;   1100.40;
28.12.2011;  869.79;   1099.27;
27.12.2011;  871.49;   1101.42;
23.12.2011;  873.49;   1103.95;
22.12.2011;  863.89;   1091.81;
21.12.2011;  857.22;   1083.39;
20.12.2011;  858.08;   1084.48;
19.12.2011;  848.12;   1071.89;
16.12.2011;  848.26;   1072.07;
15.12.2011;  854.79;   1080.32;
14.12.2011;  847.48;   1071.08;
13.12.2011;  858.94;   1085.56;
12.12.2011;  858.73;   1085.29;
09.12.2011;  870.42;   1100.07;
08.12.2011;  861.25;   1088.48;
07.12.2011;  871.69;   1101.67;
06.12.2011;  872.97;   1103.29;
05.12.2011;  871.31;   1101.19;
02.12.2011;  867.22;   1096.02;
01.12.2011;  854.82;   1080.35;
30.11.2011;  853.30;   1078.43;
29.11.2011;  830.36;   1049.44;
28.11.2011;  830.03;   1049.02;
25.11.2011;  805.19;   1017.63;
24.11.2011;  799.95;   1011.01;
23.11.2011;  800.98;   1012.31;
22.11.2011;  811.21;   1025.24;
21.11.2011;  815.81;   1030.36;
18.11.2011;  839.41;   1060.18;
17.11.2011;  845.91;   1068.38;
16.11.2011;  855.36;   1080.31;
15.11.2011;  853.10;   1077.46;
14.11.2011;  857.53;   1083.05;
11.11.2011;  856.52;   1081.78;
10.11.2011;  842.04;   1063.49;
09.11.2011;  848.99;   1072.27;
08.11.2011;  864.63;   1092.03;
07.11.2011;  857.82;   1083.42;
04.11.2011;  859.60;   1085.67;
03.11.2011;  862.44;   1089.26;
02.11.2011;  852.60;   1076.84;
01.11.2011;  845.21;   1067.50;
31.10.2011;  875.90;   1106.25;
28.10.2011;  900.37;   1137.17;
27.10.2011;  897.60;   1133.66;
26.10.2011;  867.80;   1096.03;
25.10.2011;  869.51;   1098.18;
24.10.2011;  878.33;   1109.32;
21.10.2011;  865.98;   1093.73;
20.10.2011;  846.31;   1068.88;
19.10.2011;  855.02;   1079.89;
18.10.2011;  849.62;   1073.06;
17.10.2011;  857.15;   1082.58;
14.10.2011;  863.48;   1090.57;
13.10.2011;  856.14;   1081.31;
12.10.2011;  868.54;   1096.96;
11.10.2011;  855.81;   1080.88;
10.10.2011;  854.37;   1079.06;
07.10.2011;  841.32;   1062.59;
06.10.2011;  841.41;   1062.70;
05.10.2011;  817.44;   1032.43;
04.10.2011;  802.12;   1013.07;
03.10.2011;  812.03;   1025.59;
30.09.2011;  819.59;   1035.14;
29.09.2011;  839.30;   1060.03;
28.09.2011;  831.37;   1050.01;
27.09.2011;  837.18;   1057.35;
26.09.2011;  804.85;   1016.52;
23.09.2011;  787.23;    994.27;
22.09.2011;  784.91;    991.33;
21.09.2011;  821.78;   1037.90;
20.09.2011;  822.43;   1038.72;
19.09.2011;  805.79;   1017.70;
16.09.2011;  823.93;   1040.62;
15.09.2011;  818.45;   1033.69;
14.09.2011;  813.92;   1027.98;
13.09.2011;  801.88;   1012.78;
12.09.2011;  792.62;   1001.07;
09.09.2011;  812.43;   1025.62;
08.09.2011;  831.59;   1049.80;
07.09.2011;  826.09;   1042.86;
06.09.2011;  798.74;   1008.33;
05.09.2011;  765.59;    966.49;
02.09.2011;  802.65;   1013.27;
01.09.2011;  833.59;   1052.33;
31.08.2011;  836.09;   1055.48;
30.08.2011;  821.72;   1037.34;
29.08.2011;  816.71;   1031.02;
26.08.2011;  792.84;   1000.89;
25.08.2011;  790.44;    997.86;
24.08.2011;  792.78;   1000.82;
23.08.2011;  774.88;    977.59;
22.08.2011;  762.31;    961.72;
19.08.2011;  760.09;    958.93;
18.08.2011;  774.07;    976.57;
17.08.2011;  813.44;   1026.24;
16.08.2011;  810.43;   1022.44;
15.08.2011;  809.91;   1021.78;
12.08.2011;  794.78;   1002.69;
11.08.2011;  760.57;    959.54;
10.08.2011;  722.28;    911.22;
09.08.2011;  755.91;    953.65;
08.08.2011;  752.42;    949.25;
05.08.2011;  787.35;    993.32;
04.08.2011;  803.01;   1013.08;
03.08.2011;  839.16;   1058.68;
02.08.2011;  852.70;   1075.76;
29.07.2011;  894.74;   1128.81;
28.07.2011;  907.83;   1145.32;
27.07.2011;  912.99;   1151.83;
26.07.2011;  927.49;   1170.12;
25.07.2011;  929.04;   1172.07;
22.07.2011;  935.48;   1179.82;
21.07.2011;  934.41;   1178.47;
20.07.2011;  919.81;   1160.06;
19.07.2011;  906.22;   1142.93;
18.07.2011;  898.33;   1132.97;
15.07.2011;  917.12;   1156.67;
14.07.2011;  925.18;   1166.84;
13.07.2011;  934.94;   1179.15;
12.07.2011;  930.14;   1173.09;
11.07.2011;  936.58;   1181.21;
08.07.2011;  955.46;   1205.03;
07.07.2011;  966.24;   1218.62;
06.07.2011;  962.03;   1213.31;
05.07.2011;  973.76;   1228.11;
04.07.2011;  976.14;   1231.11;
01.07.2011;  973.39;   1227.64;
30.06.2011;  964.38;   1216.28;
29.06.2011;  949.55;   1197.58;
28.06.2011;  930.78;   1173.90;
27.06.2011;  926.16;   1168.07;
24.06.2011;  929.10;   1171.79;
23.06.2011;  928.87;   1171.50;
22.06.2011;  951.16;   1199.43;
21.06.2011;  956.88;   1206.65;
20.06.2011;  943.87;   1190.23;
17.06.2011;  952.12;   1200.64;
16.06.2011;  954.75;   1203.96;
15.06.2011;  963.55;   1215.06;
14.06.2011;  972.03;   1225.75;
10.06.2011;  965.28;   1217.23;
09.06.2011;  976.87;   1231.85;
08.06.2011;  972.48;   1226.32;
07.06.2011;  985.20;   1242.35;
06.06.2011;  992.13;   1251.09;
03.06.2011;  999.62;   1260.54;
01.06.2011; 1013.35;   1277.40;
31.05.2011; 1022.25;   1288.61;
30.05.2011; 1009.04;   1271.97;
27.05.2011; 1012.63;   1276.49;
26.05.2011; 1007.78;   1270.38;
25.05.2011; 1007.00;   1269.39;
24.05.2011; 1005.19;   1267.11;
23.05.2011; 1003.19;   1264.59;
20.05.2011; 1021.03;   1287.08;
19.05.2011; 1024.47;   1291.41;
18.05.2011; 1020.47;   1286.37;
17.05.2011; 1014.02;   1277.70;
16.05.2011; 1028.07;   1295.40;
13.05.2011; 1027.99;   1295.30;
12.05.2011; 1030.05;   1297.90;
11.05.2011; 1033.32;   1301.56;
10.05.2011; 1029.54;   1296.79;
09.05.2011; 1020.87;   1285.87;
06.05.2011; 1029.37;   1295.49;
05.05.2011; 1016.39;   1278.86;
04.05.2011; 1020.56;   1284.11;
03.05.2011; 1029.40;   1295.23;
02.05.2011; 1038.43;   1302.45;
29.04.2011; 1039.26;   1303.49;
28.04.2011; 1035.39;   1298.64;
27.04.2011; 1028.29;   1289.31;
26.04.2011; 1030.45;   1292.02;
21.04.2011; 1027.01;   1286.32;
20.04.2011; 1023.88;   1280.31;
19.04.2011; 1005.23;   1256.99;
18.04.2011;  996.34;   1243.09;
15.04.2011; 1014.95;   1262.21;
14.04.2011; 1011.74;   1258.23;
13.04.2011; 1015.97;   1263.19;
12.04.2011; 1012.35;   1258.68;
11.04.2011; 1029.78;   1280.35;
08.04.2011; 1032.86;   1283.82;
07.04.2011; 1032.76;   1283.70;
06.04.2011; 1030.85;   1281.32;
05.04.2011; 1027.98;   1277.75;
04.04.2011; 1027.42;   1277.06;
01.04.2011; 1032.01;   1278.97;
31.03.2011; 1016.16;   1259.20;
30.03.2011; 1021.07;   1265.27;
29.03.2011; 1016.14;   1259.17;
28.03.2011; 1014.80;   1257.51;
25.03.2011; 1013.17;   1254.96;
24.03.2011; 1009.12;   1249.95;
23.03.2011;  998.25;   1236.49;
22.03.2011;  994.94;   1232.39;
21.03.2011;  993.47;   1230.57;
18.03.2011;  974.79;   1207.42;
17.03.2011;  968.66;   1199.84;
16.03.2011;  960.37;   1189.05;
15.03.2011;  977.47;   1210.23;
14.03.2011; 1004.98;   1244.29;
11.03.2011; 1017.43;   1259.71;
10.03.2011; 1028.37;   1273.25;
09.03.2011; 1039.62;   1287.18;
08.03.2011; 1049.05;   1298.85;
07.03.2011; 1045.37;   1294.29;
04.03.2011; 1048.84;   1298.59;
03.03.2011; 1057.04;   1308.75;
02.03.2011; 1052.94;   1298.28;
01.03.2011; 1057.51;   1303.91;
28.02.2011; 1058.04;   1304.16;
25.02.2011; 1047.17;   1290.76;
24.02.2011; 1039.91;   1281.82;
23.02.2011; 1055.91;   1296.81;
22.02.2011; 1061.30;   1303.43;
21.02.2011; 1072.57;   1317.26;
18.02.2011; 1080.99;   1327.61;
17.02.2011; 1075.99;   1321.46;
16.02.2011; 1077.66;   1323.51;
15.02.2011; 1075.54;   1320.91;
14.02.2011; 1074.02;   1319.04;
11.02.2011; 1070.99;   1315.33;
10.02.2011; 1063.49;   1306.11;
09.02.2011; 1068.91;   1312.76;
08.02.2011; 1068.22;   1311.92;
07.02.2011; 1061.84;   1304.09;
04.02.2011; 1054.30;   1294.83;
03.02.2011; 1046.23;   1284.91;
02.02.2011; 1047.01;   1285.87;
01.02.2011; 1048.24;   1287.38;
31.01.2011; 1034.36;   1270.34;
28.01.2011; 1042.67;   1280.54;
27.01.2011; 1048.58;   1287.80;
26.01.2011; 1047.40;   1286.35;
25.01.2011; 1043.18;   1281.17;
24.01.2011; 1045.76;   1284.34;
21.01.2011; 1041.88;   1279.57;
20.01.2011; 1033.67;   1269.49;
19.01.2011; 1041.19;   1278.72;
18.01.2011; 1056.34;   1297.33;
17.01.2011; 1049.32;   1288.71;
14.01.2011; 1048.33;   1287.49;
13.01.2011; 1048.37;   1287.54;
12.01.2011; 1054.13;   1294.62;
11.01.2011; 1038.78;   1275.77;
10.01.2011; 1022.39;   1255.63;
07.01.2011; 1031.47;   1266.79;
06.01.2011; 1037.53;   1274.23;
05.01.2011; 1032.77;   1268.38;
04.01.2011; 1029.79;   1264.73;
03.01.2011; 1027.29;   1261.65;
30.12.2010; 1017.26;   1249.34;
29.12.2010; 1035.30;   1271.50;
28.12.2010; 1034.80;   1270.88;
27.12.2010; 1034.73;   1270.79;
23.12.2010; 1040.23;   1277.55;
22.12.2010; 1034.26;   1270.21;
21.12.2010; 1035.79;   1272.09;
20.12.2010; 1028.47;   1263.10;
17.12.2010; 1029.15;   1263.94;
16.12.2010; 1033.57;   1269.37;
15.12.2010; 1034.56;   1270.59;
14.12.2010; 1035.82;   1272.13;
13.12.2010; 1033.82;   1269.67;
10.12.2010; 1033.48;   1269.25;
09.12.2010; 1035.45;   1271.67;
08.12.2010; 1033.41;   1269.17;
07.12.2010; 1027.97;   1262.49;
06.12.2010; 1018.88;   1251.33;
03.12.2010; 1021.55;   1254.60;
02.12.2010; 1025.73;   1259.74;
01.12.2010; 1010.00;   1240.42;
30.11.2010;  993.24;   1219.84;
29.11.2010; 1002.69;   1231.44;
26.11.2010; 1015.52;   1247.19;
25.11.2010; 1020.27;   1253.04;
24.11.2010; 1011.78;   1242.60;
23.11.2010; 1001.09;   1229.48;
22.11.2010; 1022.85;   1256.20;
19.11.2010; 1032.34;   1267.86;
18.11.2010; 1033.59;   1269.39;
17.11.2010; 1017.34;   1249.44;
16.11.2010; 1011.60;   1242.38;
15.11.2010; 1027.14;   1261.47;
12.11.2010; 1018.35;   1250.68;
11.11.2010; 1019.74;   1252.38;
10.11.2010; 1024.06;   1257.69;
