sep=;
Migros Bank (CH) Fonds – 0 V - CH0365696696 (CHF)
Date;CCY Chart Price;Chart Price;CCY Adjusted Chart Price;Adjusted Chart Price;CCY Total Return Chart Price;Total Return Chart Price;Net Asset Value;Issue Price;Redemption Price;Closing Price
2017-12-22;CHF;100,98;CHF;100,98;CHF;100,98;100,98;;;
2017-12-27;CHF;101,12;CHF;101,12;CHF;101,12;101,12;;;
2017-12-28;CHF;101,02;CHF;101,02;CHF;101,02;101,02;;;
2017-12-29;CHF;101,01;CHF;101,01;CHF;101,01;101,01;;;
2018-01-03;CHF;101,14;CHF;101,14;CHF;101,14;101,14;;;
2018-01-04;CHF;101,13;CHF;101,13;CHF;101,13;101,13;;;
2018-01-05;CHF;101,15;CHF;101,15;CHF;101,15;101,15;;;
2018-01-08;CHF;101,15;CHF;101,15;CHF;101,15;101,15;;;
2018-01-09;CHF;101,17;CHF;101,17;CHF;101,17;101,17;;;
2018-01-10;CHF;100,92;CHF;100,92;CHF;100,92;100,92;;;
2018-01-11;CHF;100,7;CHF;100,7;CHF;100,7;100,7;;;
2018-01-12;CHF;100,65;CHF;100,65;CHF;100,65;100,65;;;
2018-01-15;CHF;100,67;CHF;100,67;CHF;100,67;100,67;;;
2018-01-16;CHF;100,72;CHF;100,72;CHF;100,72;100,72;;;
2018-01-17;CHF;100,71;CHF;100,71;CHF;100,71;100,71;;;
2018-01-18;CHF;100,62;CHF;100,62;CHF;100,62;100,62;;;
2018-01-19;CHF;100,61;CHF;100,61;CHF;100,61;100,61;;;
2018-01-22;CHF;100,54;CHF;100,54;CHF;100,54;100,54;;;
2018-01-23;CHF;100,51;CHF;100,51;CHF;100,51;100,51;;;
2018-01-24;CHF;100,3;CHF;100,3;CHF;100,3;100,3;;;
2018-01-25;CHF;100,1;CHF;100,1;CHF;100,1;100,1;;;
2018-01-26;CHF;100,16;CHF;100,16;CHF;100,16;100,16;;;
2018-01-29;CHF;99,9;CHF;99,9;CHF;99,9;99,9;;;
2018-01-30;CHF;99,89;CHF;99,89;CHF;99,89;99,89;;;
2018-01-31;CHF;99,9;CHF;99,9;CHF;99,9;99,9;;;
2018-02-01;CHF;99,75;CHF;99,75;CHF;99,75;99,75;;;
2018-02-02;CHF;99,44;CHF;99,44;CHF;99,44;99,44;;;
2018-02-05;CHF;99,47;CHF;99,47;CHF;99,47;99,47;;;
2018-02-06;CHF;99,49;CHF;99,49;CHF;99,49;99,49;;;
2018-02-07;CHF;99,41;CHF;99,41;CHF;99,41;99,41;;;
2018-02-08;CHF;99,11;CHF;99,11;CHF;99,11;99,11;;;
2018-02-09;CHF;99,15;CHF;99,15;CHF;99,15;99,15;;;
2018-02-12;CHF;99,12;CHF;99,12;CHF;99,12;99,12;;;
2018-02-13;CHF;99,13;CHF;99,13;CHF;99,13;99,13;;;
2018-02-14;CHF;99,12;CHF;99,12;CHF;99,12;99,12;;;
2018-02-15;CHF;99,04;CHF;99,04;CHF;99,04;99,04;;;
2018-02-16;CHF;99,28;CHF;99,28;CHF;99,28;99,28;;;
2018-02-19;CHF;99,24;CHF;99,24;CHF;99,24;99,24;;;
2018-02-20;CHF;99,3;CHF;99,3;CHF;99,3;99,3;;;
2018-02-21;CHF;99,31;CHF;99,31;CHF;99,31;99,31;;;
2018-02-22;CHF;99,33;CHF;99,33;CHF;99,33;99,33;;;
2018-02-23;CHF;99,49;CHF;99,49;CHF;99,49;99,49;;;
2018-02-26;CHF;99,59;CHF;99,59;CHF;99,59;99,59;;;
2018-02-27;CHF;99,52;CHF;99,52;CHF;99,52;99,52;;;
2018-02-28;CHF;99,66;CHF;99,66;CHF;99,66;99,66;;;
2018-03-01;CHF;99,76;CHF;99,76;CHF;99,76;99,76;;;
2018-03-02;CHF;99,63;CHF;99,63;CHF;99,63;99,63;;;
2018-03-05;CHF;99,62;CHF;99,62;CHF;99,62;99,62;;;
2018-03-06;CHF;99,62;CHF;99,62;CHF;99,62;99,62;;;
2018-03-07;CHF;99,7;CHF;99,7;CHF;99,7;99,7;;;
2018-03-08;CHF;99,8;CHF;99,8;CHF;99,8;99,8;;;
2018-03-09;CHF;99,8;CHF;99,8;CHF;99,8;99,8;;;
2018-03-12;CHF;99,84;CHF;99,84;CHF;99,84;99,84;;;
2018-03-13;CHF;99,79;CHF;99,79;CHF;99,79;99,79;;;
2018-03-14;CHF;99,78;CHF;99,78;CHF;99,78;99,78;;;
2018-03-15;CHF;99,87;CHF;99,87;CHF;99,87;99,87;;;
2018-03-16;CHF;99,93;CHF;99,93;CHF;99,93;99,93;;;
2018-03-19;CHF;99,97;CHF;99,97;CHF;99,97;99,97;;;
2018-03-20;CHF;99,98;CHF;99,98;CHF;99,98;99,98;;;
2018-03-21;CHF;99,95;CHF;99,95;CHF;99,95;99,95;;;
2018-03-22;CHF;100,04;CHF;100,04;CHF;100,04;100,04;;;
2018-03-23;CHF;99,97;CHF;99,97;CHF;99,97;99,97;;;
2018-03-26;CHF;99,89;CHF;99,89;CHF;99,89;99,89;;;
2018-03-27;CHF;100,04;CHF;100,04;CHF;100,04;100,04;;;
2018-03-28;CHF;100,17;CHF;100,17;CHF;100,17;100,17;;;
2018-03-29;CHF;100,23;CHF;100,23;CHF;100,23;100,23;;;
2018-04-03;CHF;100,31;CHF;100,31;CHF;100,31;100,31;;;
2018-04-04;CHF;100,4;CHF;100,4;CHF;100,4;100,4;;;
2018-04-05;CHF;100,29;CHF;100,29;CHF;100,29;100,29;;;
2018-04-06;CHF;100,33;CHF;100,33;CHF;100,33;100,33;;;
2018-04-09;CHF;100,36;CHF;100,36;CHF;100,36;100,36;;;
2018-04-10;CHF;100,34;CHF;100,34;CHF;100,34;100,34;;;
2018-04-11;CHF;100,48;CHF;100,48;CHF;100,48;100,48;;;
2018-04-12;CHF;100,38;CHF;100,38;CHF;100,38;100,38;;;
2018-04-13;CHF;100,41;CHF;100,41;CHF;100,41;100,41;;;
2018-04-16;CHF;100,28;CHF;100,28;CHF;100,28;100,28;;;
2018-04-17;CHF;100,42;CHF;100,42;CHF;100,42;100,42;;;
2018-04-18;CHF;100,33;CHF;100,33;CHF;100,33;100,33;;;
2018-04-19;CHF;100,11;CHF;100,11;CHF;100,11;100,11;;;
2018-04-20;CHF;100;CHF;100;CHF;100;100;;;
2018-04-23;CHF;99,94;CHF;99,94;CHF;99,94;99,94;;;
2018-04-24;CHF;99,93;CHF;99,93;CHF;99,93;99,93;;;
2018-04-25;CHF;99,84;CHF;99,84;CHF;99,84;99,84;;;
2018-04-26;CHF;100,07;CHF;100,07;CHF;100,07;100,07;;;
2018-04-27;CHF;100,19;CHF;100,19;CHF;100,19;100,19;;;
2018-04-30;CHF;100,31;CHF;100,31;CHF;100,31;100,31;;;
2018-05-02;CHF;100,35;CHF;100,35;CHF;100,35;100,35;;;
2018-05-03;CHF;100,63;CHF;100,63;CHF;100,63;100,63;;;
2018-05-04;CHF;100,6;CHF;100,6;CHF;100,6;100,6;;;
2018-05-07;CHF;100,69;CHF;100,69;CHF;100,69;100,69;;;
2018-05-08;CHF;100,43;CHF;100,43;CHF;100,43;100,43;;;
2018-05-09;CHF;100,44;CHF;100,44;CHF;100,44;100,44;;;
2018-05-11;CHF;100,43;CHF;100,43;CHF;100,43;100,43;;;
2018-05-14;CHF;100,24;CHF;100,24;CHF;100,24;100,24;;;
2018-05-15;CHF;100,07;CHF;100,07;CHF;100,07;100,07;;;
2018-05-16;CHF;100;CHF;100;CHF;100;100;;;
2018-05-17;CHF;99,91;CHF;99,91;CHF;99,91;99,91;;;
2018-05-18;CHF;99,93;CHF;99,93;CHF;99,93;99,93;;;
2018-05-22;CHF;99,92;CHF;99,92;CHF;99,92;99,92;;;
2018-05-23;CHF;100,04;CHF;100,04;CHF;100,04;100,04;;;
2018-05-24;CHF;100,09;CHF;100,09;CHF;100,09;100,09;;;
2018-05-25;CHF;100,22;CHF;100,22;CHF;100,22;100,22;;;
2018-05-28;CHF;100,37;CHF;100,37;CHF;100,37;100,37;;;
2018-05-29;CHF;100,55;CHF;100,55;CHF;100,55;100,55;;;
2018-05-30;CHF;100,33;CHF;100,33;CHF;100,33;100,33;;;
2018-05-31;CHF;100,3;CHF;100,3;CHF;100,3;100,3;;;
2018-06-01;CHF;100,19;CHF;100,19;CHF;100,19;100,19;;;
2018-06-04;CHF;100,11;CHF;100,11;CHF;100,11;100,11;;;
2018-06-05;CHF;100,15;CHF;100,15;CHF;100,15;100,15;;;
2018-06-06;CHF;99,8;CHF;99,8;CHF;99,8;99,8;;;
2018-06-07;CHF;99,68;CHF;99,68;CHF;99,68;99,68;;;
2018-06-08;CHF;99,81;CHF;99,81;CHF;99,81;99,81;;;
2018-06-11;CHF;99,72;CHF;99,72;CHF;99,72;99,72;;;
2018-06-12;CHF;99,72;CHF;99,72;CHF;99,72;99,72;;;
2018-06-13;CHF;99,78;CHF;99,78;CHF;99,78;99,78;;;
2018-06-14;CHF;99,98;CHF;99,98;CHF;99,98;99,98;;;
2018-06-15;CHF;100,16;CHF;100,16;CHF;100,16;100,16;;;
2018-06-18;CHF;100,13;CHF;100,13;CHF;100,13;100,13;;;
2018-06-19;CHF;100,1;CHF;100,1;CHF;100,1;100,1;;;
2018-06-20;CHF;100,04;CHF;100,04;CHF;100,04;100,04;;;
2018-06-21;CHF;100,01;CHF;100,01;CHF;100,01;100,01;;;
2018-06-22;CHF;100,05;CHF;100,05;CHF;100,05;100,05;;;
2018-06-25;CHF;99,99;CHF;99,99;CHF;99,99;99,99;;;
2018-06-26;CHF;99,85;CHF;99,85;CHF;99,85;99,85;;;
2018-06-27;CHF;100,02;CHF;100,02;CHF;100,02;100,02;;;
2018-06-28;CHF;100,12;CHF;100,12;CHF;100,12;100,12;;;
2018-06-29;CHF;100,19;CHF;100,19;CHF;100,19;100,19;;;
2018-07-02;CHF;100,16;CHF;100,16;CHF;100,16;100,16;;;
2018-07-03;CHF;100,21;CHF;100,21;CHF;100,21;100,21;;;
2018-07-04;CHF;100,2;CHF;100,2;CHF;100,2;100,2;;;
2018-07-05;CHF;100,15;CHF;100,15;CHF;100,15;100,15;;;
2018-07-06;CHF;100,15;CHF;100,15;CHF;100,15;100,15;;;
2018-07-09;CHF;100,05;CHF;100,05;CHF;100,05;100,05;;;
2018-07-10;CHF;99,97;CHF;99,97;CHF;99,97;99,97;;;
2018-07-11;CHF;99,94;CHF;99,94;CHF;99,94;99,94;;;
2018-07-12;CHF;99,97;CHF;99,97;CHF;99,97;99,97;;;
2018-07-13;CHF;100,1;CHF;100,1;CHF;100,1;100,1;;;
2018-07-16;CHF;99,92;CHF;99,92;CHF;99,92;99,92;;;
2018-07-17;CHF;99,89;CHF;99,89;CHF;99,89;99,89;;;
2018-07-18;CHF;99,92;CHF;99,92;CHF;99,92;99,92;;;
2018-07-19;CHF;99,95;CHF;99,95;CHF;99,95;99,95;;;
2018-07-20;CHF;99,86;CHF;99,86;CHF;99,86;99,86;;;
2018-07-23;CHF;99,77;CHF;99,77;CHF;99,77;99,77;;;
2018-07-24;CHF;99,82;CHF;99,82;CHF;99,82;99,82;;;
2018-07-25;CHF;99,87;CHF;99,87;CHF;99,87;99,87;;;
2018-07-26;CHF;99,86;CHF;99,86;CHF;99,86;99,86;;;
2018-07-27;CHF;99,83;CHF;99,83;CHF;99,83;99,83;;;
2018-07-30;CHF;99,62;CHF;99,62;CHF;99,62;99,62;;;
2018-07-31;CHF;99,66;CHF;99,66;CHF;99,66;99,66;;;
2018-08-02;CHF;99,55;CHF;99,55;CHF;99,55;99,55;;;
2018-08-03;CHF;99,66;CHF;99,66;CHF;99,66;99,66;;;
2018-08-06;CHF;99,73;CHF;99,73;CHF;99,73;99,73;;;
2018-08-07;CHF;99,77;CHF;99,77;CHF;99,77;99,77;;;
2018-08-08;CHF;99,77;CHF;99,77;CHF;99,77;99,77;;;
2018-08-09;CHF;99,76;CHF;99,76;CHF;99,76;99,76;;;
2018-08-10;CHF;99,89;CHF;99,89;CHF;99,89;99,89;;;
2018-08-13;CHF;99,81;CHF;99,81;CHF;99,81;99,81;;;
2018-08-14;CHF;99,76;CHF;99,76;CHF;99,76;99,76;;;
2018-08-15;CHF;99,82;CHF;99,82;CHF;99,82;99,82;;;
2018-08-16;CHF;99,84;CHF;99,84;CHF;99,84;99,84;;;
2018-08-17;CHF;99,91;CHF;99,91;CHF;99,91;99,91;;;
2018-08-20;CHF;99,96;CHF;99,96;CHF;99,96;99,96;;;
2018-08-21;CHF;99,91;CHF;99,91;CHF;99,91;99,91;;;
2018-08-22;CHF;99,81;CHF;99,81;CHF;99,81;99,81;;;
2018-08-23;CHF;99,75;CHF;99,75;CHF;99,75;99,75;;;
2018-08-24;CHF;99,72;CHF;99,72;CHF;99,72;99,72;;;
2018-08-27;CHF;99,64;CHF;99,64;CHF;99,64;99,64;;;
2018-08-28;CHF;99,54;CHF;99,54;CHF;99,54;99,54;;;
2018-08-29;CHF;99,43;CHF;99,43;CHF;99,43;99,43;;;
2018-08-30;CHF;99,51;CHF;99,51;CHF;99,51;99,51;;;
2018-08-31;CHF;99,53;CHF;99,53;CHF;99,53;99,53;;;
2018-09-03;CHF;99,55;CHF;99,55;CHF;99,55;99,55;;;
2018-09-04;CHF;99,51;CHF;99,51;CHF;99,51;99,51;;;
2018-09-05;CHF;99,39;CHF;99,39;CHF;99,39;99,39;;;
2018-09-06;CHF;99,39;CHF;99,39;CHF;99,39;99,39;;;
2018-09-07;CHF;99,27;CHF;99,27;CHF;99,27;99,27;;;
2018-09-10;CHF;99,33;CHF;99,33;CHF;99,33;99,33;;;
2018-09-11;CHF;99,24;CHF;99,24;CHF;99,24;99,24;;;
2018-09-12;CHF;99,29;CHF;99,29;CHF;99,29;99,29;;;
2018-09-13;CHF;99,23;CHF;99,23;CHF;99,23;99,23;;;
2018-09-14;CHF;99,07;CHF;99,07;CHF;99,07;99,07;;;
2018-09-17;CHF;98,97;CHF;98,97;CHF;98,97;98,97;;;
2018-09-18;CHF;98,89;CHF;98,89;CHF;98,89;98,89;;;
2018-09-19;CHF;98,88;CHF;98,88;CHF;98,88;98,88;;;
2018-09-20;CHF;98,84;CHF;98,84;CHF;98,84;98,84;;;
2018-09-21;CHF;98,87;CHF;98,87;CHF;98,87;98,87;;;
2018-09-24;CHF;98,83;CHF;98,83;CHF;98,83;98,83;;;
2018-09-25;CHF;98,73;CHF;98,73;CHF;98,73;98,73;;;
2018-09-26;CHF;98,76;CHF;98,76;CHF;98,76;98,76;;;
2018-09-27;CHF;98,83;CHF;98,83;CHF;98,83;98,83;;;
2018-09-28;CHF;98,93;CHF;98,93;CHF;98,93;98,93;;;
2018-10-01;CHF;99,04;CHF;99,04;CHF;99,04;99,04;;;
2018-10-02;CHF;99,19;CHF;99,19;CHF;99,19;99,19;;;
2018-10-03;CHF;99,16;CHF;99,16;CHF;99,16;99,16;;;
2018-10-04;CHF;98,96;CHF;98,96;CHF;98,96;98,96;;;
2018-10-05;CHF;98,85;CHF;98,85;CHF;98,85;98,85;;;
2018-10-08;CHF;98,84;CHF;98,84;CHF;98,84;98,84;;;
2018-10-09;CHF;98,77;CHF;98,77;CHF;98,77;98,77;;;
2018-10-10;CHF;98,65;CHF;98,65;CHF;98,65;98,65;;;
2018-10-11;CHF;98,65;CHF;98,65;CHF;98,65;98,65;;;
2018-10-12;CHF;98,67;CHF;98,67;CHF;98,67;98,67;;;
2018-10-15;CHF;98,67;CHF;98,67;CHF;98,67;98,67;;;
2018-10-16;CHF;98,75;CHF;98,75;CHF;98,75;98,75;;;
2018-10-17;CHF;98,93;CHF;98,93;CHF;98,93;98,93;;;
2018-10-18;CHF;98,99;CHF;98,99;CHF;98,99;98,99;;;
2018-10-19;CHF;99,06;CHF;99,06;CHF;99,06;99,06;;;
2018-10-22;CHF;99,01;CHF;99,01;CHF;99,01;99,01;;;
2018-10-23;CHF;99,08;CHF;99,08;CHF;99,08;99,08;;;
2018-10-24;CHF;99,11;CHF;99,11;CHF;99,11;99,11;;;
2018-10-25;CHF;99,07;CHF;99,07;CHF;99,07;99,07;;;
2018-10-26;CHF;99,21;CHF;99,21;CHF;99,21;99,21;;;
2018-10-29;CHF;99,16;CHF;99,16;CHF;99,16;99,16;;;
2018-10-30;CHF;99,19;CHF;99,19;CHF;99,19;99,19;;;
2018-10-31;CHF;99,14;CHF;99,14;CHF;99,14;99,14;;;
2018-11-01;CHF;99,12;CHF;99,12;CHF;99,12;99,12;;;
2018-11-02;CHF;99,02;CHF;99,02;CHF;99,02;99,02;;;
2018-11-05;CHF;99,05;CHF;99,05;CHF;99,05;99,05;;;
2018-11-06;CHF;99,01;CHF;99,01;CHF;99,01;99,01;;;
2018-11-07;CHF;98,95;CHF;98,95;CHF;98,95;98,95;;;
2018-11-08;CHF;98,9;CHF;98,9;CHF;98,9;98,9;;;
2018-11-09;CHF;98,97;CHF;98,97;CHF;98,97;98,97;;;
2018-11-12;CHF;99,01;CHF;99,01;CHF;99,01;99,01;;;
2018-11-13;CHF;98,95;CHF;98,95;CHF;98,95;98,95;;;
2018-11-14;CHF;98,93;CHF;98,93;CHF;98,93;98,93;;;
2018-11-15;CHF;99;CHF;99;CHF;99;99;;;
2018-11-16;CHF;98,92;CHF;98,92;CHF;98,92;98,92;;;
2018-11-19;CHF;98,78;CHF;98,78;CHF;98,78;98,78;;;
2018-11-20;CHF;98,75;CHF;98,75;CHF;98,75;98,75;;;
2018-11-21;CHF;98,79;CHF;98,79;CHF;98,79;98,79;;;
2018-11-22;CHF;98,85;CHF;98,85;CHF;98,85;98,85;;;
2018-11-23;CHF;98,88;CHF;98,88;CHF;98,88;98,88;;;
2018-11-26;CHF;98,82;CHF;98,82;CHF;98,82;98,82;;;
2018-11-27;CHF;98,84;CHF;98,84;CHF;98,84;98,84;;;
2018-11-28;CHF;98,77;CHF;98,77;CHF;98,77;98,77;;;
2018-11-29;CHF;98,91;CHF;98,91;CHF;98,91;98,91;;;
2018-11-30;CHF;98,96;CHF;98,96;CHF;98,96;98,96;;;
2018-12-03;CHF;99,02;CHF;99,02;CHF;99,02;99,02;;;
2018-12-04;CHF;99,2;CHF;99,2;CHF;99,2;99,2;;;
