symbol,inception
DPK,2008-12-17
DZK,2008-12-17
EDC,2008-12-17
EDZ,2008-12-17
TECL,2008-12-17
TECS,2008-12-17
TYH,2008-12-17
TYP,2008-12-17
ASO,2008-12-15
ROI,2008-12-04
AGQ,2008-12-01
GLL,2008-12-01
UGL,2008-12-01
ZSL,2008-12-01
CMD,2008-11-24
EUO,2008-11-24
SCO,2008-11-24
UCD,2008-11-24
UCO,2008-11-24
ULE,2008-11-24
YCL,2008-11-24
YCS,2008-11-24
PSR,2008-11-20
RTR,2008-11-20
FXRU,2008-11-10
RWW,2008-11-10
XRU,2008-11-10
ERX,2008-11-06
ERY,2008-11-06
FAS,2008-11-06
FAZ,2008-11-06
AGZ,2008-11-05
BGU,2008-11-05
BGZ,2008-11-05
SPXL,2008-11-05
SPXS,2008-11-05
SUB,2008-11-05
TNA,2008-11-05
TZA,2008-11-05
AOA,2008-11-04
AOK,2008-11-04
AOM,2008-11-04
AOR,2008-11-04
TGR,2008-11-04
TZD,2008-11-04
TZE,2008-11-04
TZG,2008-11-04
TZI,2008-11-04
TZL,2008-11-04
TZO,2008-11-04
TZV,2008-11-04
PXR,2008-10-16
FLM,2008-10-13
PAGG,2008-09-18
PBTQ,2008-09-18
PKOL,2008-09-18
PSAU,2008-09-18
PSTL,2008-09-18
PTRP,2008-09-18
HAP,2008-08-29
AAXJ,2008-08-13
BSC,2008-08-06
BVL,2008-08-06
BVT,2008-08-06
MES,2008-07-22
GULF,2008-07-16
IPD,2008-07-16
IPF,2008-07-16
IPK,2008-07-16
IPN,2008-07-16
IPS,2008-07-16
IPU,2008-07-16
IPW,2008-07-16
IRV,2008-07-16
IRY,2008-07-16
IST,2008-07-16
AFK,2008-07-10
PMNA,2008-07-09
PWND,2008-07-01
AUNZ,2008-06-25
BNZ,2008-06-25
SZR,2008-06-25
BAL,2008-06-24
FCHI,2008-06-24
GRN,2008-06-24
ICLN,2008-06-24
JJP,2008-06-24
JJS,2008-06-24
JJT,2008-06-24
JJU,2008-06-24
JO,2008-06-24
LD,2008-06-24
NIB,2008-06-24
NUCL,2008-06-24
PGM,2008-06-24
SGG,2008-06-24
VT,2008-06-24
WOOD,2008-06-24
DXO,2008-06-16
REC,2008-06-16
RFL,2008-06-16
RFN,2008-06-16
RHM,2008-06-16
RHO,2008-06-16
RTG,2008-06-16
RTW,2008-06-16
BDD,2008-06-16
BDG,2008-06-16
BOM,2008-06-16
BOS,2008-06-16
DTO,2008-06-16
FAN,2008-06-16
OLO,2008-06-16
SZO,2008-06-16
FRN,2008-06-12
PNQI,2008-06-12
PQBW,2008-06-12
REA,2008-06-10
DDG,2008-06-10
LSC,2008-06-10
SEF,2008-06-10
JFT,2008-05-21
JYF,2008-05-21
PAO,2008-05-20
PCA,2008-05-20
PTO,2008-05-20
USY,2008-05-19
BZF,2008-05-14
CYB,2008-05-14
EU,2008-05-14
ICN,2008-05-14
EWX,2008-05-12
PTD,2008-05-08
PTM,2008-05-08
GRI,2008-05-07
MDD,2008-05-07
RWO,2008-05-07
DRR,2008-05-06
URR,2008-05-06
PST,2008-04-29
TBT,2008-04-29
DDP,2008-04-28
DEE,2008-04-28
DPU,2008-04-28
DYY,2008-04-28
KWT,2008-04-21
TAN,2008-04-15
ADZ,2008-04-14
AGA,2008-04-14
AGF,2008-04-14
DAG,2008-04-14
PLK,2008-04-11
PMA,2008-04-11
PQY,2008-04-11
PQZ,2008-04-11
UHN,2008-04-09
PKN,2008-04-03
PNXQ,2008-04-03
PQSC,2008-04-03
GOE,2008-04-02
AYT,2008-04-02
LSO,2008-04-01
PMY,2008-04-01
FUD,2008-04-01
GWO,2008-04-01
UAG,2008-04-01
UBC,2008-04-01
UBG,2008-04-01
UBM,2008-04-01
UBN,2008-04-01
UCI,2008-04-01
USV,2008-04-01
LTL,2008-03-27
TLL,2008-03-27
ACWI,2008-03-26
ACWX,2008-03-26
EIS,2008-03-26
THD,2008-03-26
TUR,2008-03-26
CNY,2008-03-14
INR,2008-03-14
WIP,2008-03-13
PIN,2008-03-05
DGP,2008-02-27
DGZ,2008-02-27
DZZ,2008-02-27
UGA,2008-02-26
EPI,2008-02-22
RWJ,2008-02-22
RWK,2008-02-22
RWL,2008-02-22
SMB,2008-02-22
DWX,2008-02-12
GIY,2008-02-12
GSY,2008-02-12
UBD,2008-02-12
ULQ,2008-02-12
UEM,2008-02-11
FUE,2008-02-05
GRU,2008-02-05
PGD,2008-02-05
JEM,2008-02-01
ICI,2008-01-31
PGX,2008-01-31
HAO,2008-01-30
GCC,2008-01-24
BJK,2008-01-22
KOL,2008-01-10
MLN,2008-01-02
UOY,2008-01-01
PIE,2007-12-28
PIZ,2007-12-28
PBP,2007-12-20
SCJ,2007-12-20
TAO,2007-12-18
EMB,2007-12-17
MGC,2007-12-17
MGK,2007-12-17
MGV,2007-12-17
GCE,2007-12-10
IGF,2007-12-10
SCZ,2007-12-10
TOK,2007-12-10
EDV,2007-12-06
USL,2007-12-06
ITM,2007-12-04
JNK,2007-11-28
FGD,2007-11-21
PHB,2007-11-15
PVI,2007-11-15
AIA,2007-11-13
BKF,2007-11-12
ECH,2007-11-12
IFAS,2007-11-12
IFEU,2007-11-12
IFGL,2007-11-12
IFNA,2007-11-12
IFSM,2007-11-12
CUT,2007-11-09
RMM,2007-11-07
RMS,2007-11-07
RRY,2007-11-07
RRZ,2007-11-07
DOD,2007-11-07
EWV,2007-11-06
FXP,2007-11-06
RSU,2007-11-05
RSW,2007-11-05
DGS,2007-10-30
EEV,2007-10-30
EUM,2007-10-30
IRO,2007-10-24
COW,2007-10-23
EFU,2007-10-23
EFZ,2007-10-23
GAZ,2007-10-23
JJA,2007-10-23
JJC,2007-10-23
JJE,2007-10-23
JJG,2007-10-23
JJM,2007-10-23
JJN,2007-10-23
RJA,2007-10-17
RJI,2007-10-17
RJN,2007-10-17
RJZ,2007-10-17
WMW,2007-10-17
INY,2007-10-11
PCY,2007-10-11
PLW,2007-10-11
PWZ,2007-10-11
PZA,2007-10-11
PZT,2007-10-11
CXA,2007-10-10
SHM,2007-10-10
CMF,2007-10-04
NYF,2007-10-04
BWX,2007-10-02
TDD,2007-10-01
TDH,2007-10-01
TDN,2007-10-01
TDV,2007-10-01
TDX,2007-10-01
PDN,2007-09-27
PXH,2007-09-27
TFI,2007-09-11
MUB,2007-09-07
MOO,2007-08-31
FDD,2007-08-27
FFR,2007-08-27
MZG,2007-08-22
MZN,2007-08-22
MZO,2007-08-22
NLR,2007-08-13
EEH,2007-08-01
GSC,2007-07-31
ROB,2007-07-30
WPS,2007-07-30
BSR,2007-07-20
VEA,2007-07-20
DEM,2007-07-13
CRO,2007-07-11
HGI,2007-07-11
ENY,2007-07-03
EXB,2007-06-27
LVL,2007-06-25
PAF,2007-06-25
PEF,2007-06-25
PJO,2007-06-25
PXF,2007-06-25
BIK,2007-06-19
IDHQ,2007-06-13
PBD,2007-06-13
PFA,2007-06-13
PIO,2007-06-13
IDV,2007-06-11
DRW,2007-06-05
BIL,2007-05-25
IPE,2007-05-25
ITE,2007-05-23
LAG,2007-05-23
TLO,2007-05-23
BWV,2007-05-22
CGW,2007-05-14
DOY,2007-05-08
ERO,2007-05-08
FAB,2007-05-08
FAD,2007-05-08
FCG,2007-05-08
FEX,2007-05-08
FIW,2007-05-08
FNI,2007-05-08
FNX,2007-05-08
FRI,2007-05-08
FTA,2007-05-08
FTC,2007-05-08
FXD,2007-05-08
FXG,2007-05-08
FXH,2007-05-08
FXL,2007-05-08
FXN,2007-05-08
FXO,2007-05-08
FXR,2007-05-08
FXU,2007-05-08
FXZ,2007-05-08
FYX,2007-05-08
GBB,2007-05-08
JYN,2007-05-08
GEX,2007-05-03
USRT,2007-05-01
FIO,2007-05-01
FNIO,2007-05-01
FTY,2007-05-01
REM,2007-05-01
REZ,2007-05-01
RTL,2007-05-01
RSX,2007-04-24
GWL,2007-04-20
GWX,2007-04-20
UNG,2007-04-18
HYG,2007-04-04
BIV,2007-04-03
BLV,2007-04-03
BND,2007-04-03
BSV,2007-04-03
CZA,2007-04-02
OTR,2007-04-02
XGC,2007-04-02
PFF,2007-03-26
GAF,2007-03-19
GMF,2007-03-19
GML,2007-03-19
GMM,2007-03-19
GUR,2007-03-19
GXC,2007-03-19
MBB,2007-03-13
VEU,2007-03-02
EEN,2007-03-01
PDP,2007-03-01
EES,2007-02-23
EPS,2007-02-23
EXT,2007-02-23
EZM,2007-02-23
EZY,2007-02-23
SDK,2007-02-20
SFK,2007-02-20
SJF,2007-02-20
SJH,2007-02-20
SJL,2007-02-20
SKK,2007-02-20
UDN,2007-02-20
UKF,2007-02-20
UKK,2007-02-20
UKW,2007-02-20
UUP,2007-02-20
UVG,2007-02-20
UVT,2007-02-20
UVU,2007-02-20
FXY,2007-02-12
QCLN,2007-02-08
QQXT,2007-02-08
DIG,2007-01-30
DUG,2007-01-30
REW,2007-01-30
ROM,2007-01-30
RXD,2007-01-30
RXL,2007-01-30
SCC,2007-01-30
SDP,2007-01-30
SIJ,2007-01-30
SKF,2007-01-30
SMN,2007-01-30
SRS,2007-01-30
SSG,2007-01-30
SZK,2007-01-30
UCC,2007-01-30
UGE,2007-01-30
UPW,2007-01-30
URE,2007-01-30
USD,2007-01-30
UXI,2007-01-30
UYG,2007-01-30
UYM,2007-01-30
GII,2007-01-25
RWM,2007-01-23
SAA,2007-01-23
SBB,2007-01-23
SDD,2007-01-23
TWM,2007-01-23
UWM,2007-01-23
CWI,2007-01-10
CFT,2007-01-05
CIU,2007-01-05
CSJ,2007-01-05
DBA,2007-01-05
DBB,2007-01-05
DBE,2007-01-05
DBO,2007-01-05
DBP,2007-01-05
DBS,2007-01-05
DGL,2007-01-05
GBF,2007-01-05
GVI,2007-01-05
IEI,2007-01-05
SHV,2007-01-05
TLH,2007-01-05
PKW,2006-12-20
INP,2006-12-19
CSD,2006-12-15
DEF,2006-12-15
OTP,2006-12-15
RWX,2006-12-15
FVI,2006-12-05
PGF,2006-12-01
PJF,2006-12-01
PJG,2006-12-01
PJM,2006-12-01
PXLC,2006-12-01
PXMC,2006-12-01
PXSC,2006-12-01
PYH,2006-12-01
DSI,2006-11-14
VYM,2006-11-10
JPP,2006-11-09
JSC,2006-11-09
RCD,2006-11-01
RGI,2006-11-01
RHS,2006-11-01
RTM,2006-11-01
RYE,2006-11-01
RYF,2006-11-01
RYH,2006-11-01
RYT,2006-11-01
RYU,2006-11-01
PSP,2006-10-24
PUW,2006-10-24
PZD,2006-10-24
DBR,2006-10-13
DBT,2006-10-13
DDI,2006-10-13
DGG,2006-10-13
DPC,2006-10-13
DPN,2006-10-13
DRF,2006-10-13
CCXE,2006-10-13
DBN,2006-10-13
DBU,2006-10-13
DKA,2006-10-13
GNAT,2006-10-13
PEZ,2006-10-12
PFI,2006-10-12
PIQ,2006-10-12
PJB,2006-10-12
PRN,2006-10-12
PSL,2006-10-12
PTF,2006-10-12
PTH,2006-10-12
PTJ,2006-10-12
PXI,2006-10-12
PYZ,2006-10-12
EVX,2006-10-10
SLX,2006-10-10
STH,2006-09-21
CVY,2006-09-21
EEB,2006-09-21
NFO,2006-09-21
WMCR,2006-09-21
XRO,2006-09-21
PRFZ,2006-09-20
DBV,2006-09-18
EXI,2006-09-12
JXI,2006-09-12
KXI,2006-09-12
MXI,2006-09-12
RXI,2006-09-12
VOE,2006-08-17
VOT,2006-08-17
OIL,2006-08-15
DXD,2006-07-11
MZZ,2006-07-11
QID,2006-07-11
SDS,2006-07-11
GSG,2006-07-10
FDV,2006-07-06
FTCS,2006-07-06
FXA,2006-06-21
FXB,2006-06-21
FXC,2006-06-21
FXF,2006-06-21
FXM,2006-06-21
FXS,2006-06-21
DDM,2006-06-19
DOG,2006-06-19
FBT,2006-06-19
FDN,2006-06-19
KRE,2006-06-19
MVV,2006-06-19
MYY,2006-06-19
PSQ,2006-06-19
QLD,2006-06-19
SH,2006-06-19
SSO,2006-06-19
XES,2006-06-19
XME,2006-06-19
XOP,2006-06-19
XPH,2006-06-19
XRT,2006-06-19
DEB,2006-06-16
AUSE,2006-06-16
AXJL,2006-06-16
DES,2006-06-16
DEW,2006-06-16
DFE,2006-06-16
DFJ,2006-06-16
DHS,2006-06-16
DIM,2006-06-16
DLN,2006-06-16
DLS,2006-06-16
DND,2006-06-16
DNH,2006-06-16
DNL,2006-06-16
DOL,2006-06-16
DON,2006-06-16
DOO,2006-06-16
DTD,2006-06-16
DTH,2006-06-16
DTN,2006-06-16
DWM,2006-06-16
DXJ,2006-06-16
DJP,2006-06-06
GSP,2006-06-06
RYJ,2006-05-19
GDX,2006-05-16
IAI,2006-05-01
IAK,2006-05-01
IAT,2006-05-01
IEO,2006-05-01
IEZ,2006-05-01
IHE,2006-05-01
IHF,2006-05-01
IHI,2006-05-01
ITA,2006-05-01
ITB,2006-05-01
SLV,2006-04-21
VIG,2006-04-21
QQEW,2006-04-19
QTEC,2006-04-19
FPX,2006-04-12
USO,2006-04-10
FDL,2006-03-09
RFG,2006-03-01
RFV,2006-03-01
RPG,2006-03-01
RPV,2006-03-01
RZG,2006-03-01
RZV,2006-03-01
PZJ,2006-02-16
DBC,2006-02-03
XBI,2006-01-31
XHB,2006-01-31
XSD,2006-01-31
PRF,2005-12-19
FXE,2005-12-09
PHO,2005-12-06
PIV,2005-12-06
PTE,2005-12-06
SPHQ,2005-12-06
DSC,2005-11-08
ELR,2005-11-08
EMG,2005-11-08
EMM,2005-11-08
EMV,2005-11-08
KBE,2005-11-08
KCE,2005-11-08
KIE,2005-11-08
SDY,2005-11-08
PIC,2005-10-26
PKB,2005-10-26
PMR,2005-10-26
PPA,2005-10-26
PUI,2005-10-26
PXE,2005-10-26
PXJ,2005-10-26
PXN,2005-10-26
FDM,2005-09-27
PFM,2005-09-15
PID,2005-09-15
PZI,2005-08-18
IWC,2005-08-12
MDYG,2005-08-11
MDYV,2005-08-11
SLY,2005-08-11
EFG,2005-08-01
EFV,2005-08-01
PBE,2005-06-23
PBJ,2005-06-23
PBS,2005-06-23
PEJ,2005-06-23
PJP,2005-06-23
PSI,2005-06-23
PSJ,2005-06-23
PXQ,2005-06-23
XLG,2005-05-04
VGK,2005-03-04
VPL,2005-03-04
VWO,2005-03-04
PBW,2005-03-03
PWB,2005-03-03
PWJ,2005-03-03
PWP,2005-03-03
PWT,2005-03-03
PWV,2005-03-03
PWY,2005-03-03
PXMG,2005-03-03
PXMV,2005-03-03
PXSG,2005-03-03
PXSV,2005-03-03
KLD,2005-01-24
IAU,2005-01-21
PEY,2004-12-09
PGJ,2004-12-09
GLD,2004-11-18
FXI,2004-10-05
VDE,2004-09-23
VIS,2004-09-23
VNQ,2004-09-23
VOX,2004-09-23
JKD,2004-06-28
JKE,2004-06-28
JKF,2004-06-28
JKG,2004-06-28
JKH,2004-06-28
JKI,2004-06-28
JKJ,2004-06-28
JKK,2004-06-28
JKL,2004-06-28
NYC,2004-03-30
NY,2004-03-29
VV,2004-01-27
VAW,2004-01-26
VB,2004-01-26
VBK,2004-01-26
VBR,2004-01-26
VCR,2004-01-26
VDC,2004-01-26
VFH,2004-01-26
VGT,2004-01-26
VHT,2004-01-26
VO,2004-01-26
VPU,2004-01-26
VTV,2004-01-26
VUG,2004-01-26
ISI,2004-01-20
ITOT,2004-01-20
TIP,2003-12-04
DVY,2003-11-03
IYT,2003-10-06
ONEQ,2003-09-25
AGG,2003-09-22
FVD,2003-08-19
FVL,2003-06-12
PWC,2003-05-01
PWO,2003-05-01
RSP,2003-04-24
EEM,2003-04-07
EZA,2003-02-03
ADRA,2002-11-13
ADRD,2002-11-13
ADRE,2002-11-13
ADRU,2002-11-13
FEU,2002-10-15
FEZ,2002-10-15
IEF,2002-07-22
LQD,2002-07-22
SHY,2002-07-22
TLT,2002-07-22
VXF,2001-12-27
IXJ,2001-11-13
IXC,2001-11-12
IXG,2001-11-12
IXN,2001-11-12
IXP,2001-11-12
EPP,2001-10-25
ILF,2001-10-25
ITF,2001-10-23
IGE,2001-10-22
SOXX,2001-10-07
EFA,2001-08-14
IWP,2001-07-17
IWR,2001-07-17
IWS,2001-07-17
IGN,2001-07-10
IGV,2001-07-10
VTI,2001-05-24
RWR,2001-04-23
IGM,2001-03-13
IBB,2001-02-05
ICF,2001-01-29
EKH,2001-01-17
IOO,2000-12-05
WMH,2000-10-31
OEF,2000-10-23
TMW,2000-10-04
SWH,2000-09-27
DGT,2000-09-25
DSG,2000-09-25
DSV,2000-09-25
ELG,2000-09-25
ELV,2000-09-25
MTK,2000-09-25
SLYG,2000-09-25
SLYV,2000-09-25
SPYG,2000-09-25
SPYV,2000-09-25
MKH,2000-08-29
EZU,2000-07-25
IEV,2000-07-25
IJJ,2000-07-24
IJK,2000-07-24
IJS,2000-07-24
IJT,2000-07-24
IWN,2000-07-24
IWO,2000-07-24
IWW,2000-07-24
IWZ,2000-07-24
EWZ,2000-07-10
UTH,2000-06-22
EWT,2000-06-20
IDU,2000-06-12
IYC,2000-06-12
IYE,2000-06-12
IYG,2000-06-12
IYH,2000-06-12
IYJ,2000-06-12
IYK,2000-06-12
IYM,2000-06-12
IYR,2000-06-12
IYY,2000-06-12
IJH,2000-05-22
IJR,2000-05-22
IVE,2000-05-22
IVW,2000-05-22
IWD,2000-05-22
IWF,2000-05-22
IWM,2000-05-22
IWV,2000-05-22
IYF,2000-05-22
IYZ,2000-05-22
IVV,2000-05-15
IWB,2000-05-15
IYW,2000-05-15
EWY,2000-05-09
BDH,2000-04-05
IAH,2000-02-24
IIH,2000-02-24
BHH,2000-02-23
TTH,2000-01-31
HHH,1999-09-22
QQQQ,1999-03-10
XLB,1998-12-16
XLE,1998-12-16
XLF,1998-12-16
XLI,1998-12-16
XLK,1998-12-16
XLP,1998-12-16
XLU,1998-12-16
XLV,1998-12-16
XLY,1998-12-16
DIA,1998-01-13
EWA,1996-03-12
EWC,1996-03-12
EWD,1996-03-12
EWG,1996-03-12
EWH,1996-03-12
EWI,1996-03-12
EWJ,1996-03-12
EWK,1996-03-12
EWL,1996-03-12
EWM,1996-03-12
EWN,1996-03-12
EWO,1996-03-12
EWP,1996-03-12
EWQ,1996-03-12
EWS,1996-03-12
EWU,1996-03-12
EWW,1996-03-12
MDY,1995-04-27
SPY,1993-01-22
